time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/n_updates,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_range,train/loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
148,113664,10,10580,1470,18.1153551419576,0.00025,-0.007795269694179296,0.014566183090209961,-0.881496329108874,0.010718656,0.3,0.36048424243927,0.024479166666666666,-53.6290168762207,900.0
149,114432,10,10640,1480,5.600378449757894,0.00025,-0.03051486626888315,0.3345819115638733,-1.0060310964783032,0.0481476,0.3,0.08720026910305023,0.10768229166666667,-53.6290168762207,900.0
150,115200,10,10712,1490,3.4894783834616345,0.00025,-0.016802388158005974,0.4151190519332886,-1.0523519938190777,0.014564685,0.3,0.07348361611366272,0.045572916666666664,-53.6290168762207,900.0
151,115968,10,10791,1500,6.187598886092504,0.00025,-0.018294856185093522,0.6297060251235962,-0.9815516213575999,0.012476147,0.3,0.2796212434768677,0.04596354166666667,-53.6290168762207,900.0
152,116736,10,10851,1510,13.911230719089508,0.00025,-0.017202416551299393,0.4856874346733093,-0.9551031375924747,0.013226981,0.3,0.40341198444366455,0.05716145833333333,-53.30711364746094,900.0
153,117504,10,10919,1520,2.264165746172269,0.00025,-0.022682980502334735,0.6475429832935333,-1.09321069419384,0.01627776,0.3,0.03870837017893791,0.063671875,-53.30711364746094,900.0
154,118272,10,11012,1530,21.792116467158,0.00025,-0.01816427705343813,0.10560351610183716,-1.0640877768397332,0.008969546,0.3,1.2742087841033936,0.024869791666666665,-53.30711364746094,900.0
155,119040,10,11099,1540,30.808326093355813,0.00025,-0.007401297163839141,0.5576140880584717,-0.8090504149595896,0.007591294,0.3,1.1022950410842896,0.0171875,-53.46041488647461,900.0
156,119808,10,11172,1550,65.09609759251276,0.00025,-0.0074534379799539845,0.014553666114807129,-0.9269176637132962,0.009791333,0.3,1.9386593103408813,0.014583333333333334,-53.46041488647461,900.0
157,120576,10,11263,1560,4.1528153618176775,0.00025,-0.013715177619208893,0.32452791929244995,-1.0182165453831356,0.013540129,0.3,0.1814960241317749,0.030598958333333332,-53.46041488647461,900.0
158,121344,10,11362,1570,11.67612600326538,0.00025,-0.01989122518959145,0.4648471474647522,-0.992835974196593,0.016471894,0.3,0.27031975984573364,0.052083333333333336,-53.46041488647461,900.0
159,122112,10,11430,1580,11.55443144639333,0.00025,-0.016035654543278117,0.5657182931900024,-0.8690915614366531,0.012578763,0.3,0.5459764003753662,0.03671875,-52.401817321777344,900.0
160,122880,10,11515,1590,2.5773604467511175,0.00025,-0.019978102141370375,0.40006381273269653,-1.0235842218001683,0.014308527,0.3,0.0874146819114685,0.04244791666666667,-52.401817321777344,900.0
161,123648,10,11606,1600,12.605883810917536,0.00025,-0.01890386138887455,0.055116236209869385,-1.0052913596232733,0.014681769,0.3,0.4550739526748657,0.05572916666666667,-52.401817321777344,900.0
162,124416,10,11686,1610,26.96691474119822,0.00025,-0.011793251847848296,0.3858819007873535,-0.7826502804954847,0.008398891,0.3,0.9813829660415649,0.033463541666666666,-52.52961730957031,900.0
163,125184,10,11764,1620,14.98727205991745,0.00025,-0.011927041543337206,0.011144757270812988,-0.8912547275424003,0.008456661,0.3,0.8759966492652893,0.030859375,-52.52961730957031,900.0
164,125952,10,11856,1630,3.6253567655881245,0.00025,-0.019101447247279187,0.40547943115234375,-0.9586282223463058,0.016741246,0.3,0.05981758236885071,0.056380208333333334,-52.52961730957031,900.0
165,126720,10,11964,1640,14.418211261431376,0.00025,-0.012211895004535714,0.43438082933425903,-0.8613647426168124,0.011358724,0.3,0.6845047473907471,0.035546875,-52.52961730957031,900.0
166,127488,10,12043,1650,40.730291080474856,0.00025,-0.011793624438966314,0.4841594099998474,-0.6913223624229431,0.010625114,0.3,1.6951396465301514,0.04973958333333333,-53.079917907714844,900.0
167,128256,10,12124,1660,12.051926004886628,0.00025,-0.02004145148675889,0.11206388473510742,-0.8903525223334631,0.015660174,0.3,0.1105833649635315,0.046223958333333336,-53.079917907714844,900.0
168,129024,10,12221,1670,7.938002900282542,0.00025,-0.011207937138775985,0.29637986421585083,-0.8009998758633932,0.009096743,0.3,0.43483179807662964,0.021484375,-53.079917907714844,900.0
169,129792,10,12319,1680,19.177611740430198,0.00025,-0.009672754886560142,0.25693267583847046,-0.7865707491834958,0.009985811,0.3,0.8437893390655518,0.023958333333333335,-53.9641227722168,900.0
170,130560,10,12383,1690,12.929287407795588,0.00025,-0.009359328844584524,0.3920334577560425,-0.826518880824248,0.010734088,0.3,0.27973103523254395,0.015104166666666667,-53.9641227722168,900.0
171,131328,10,12481,1700,3.2984357555707295,0.00025,-0.021043337850521007,0.3625255823135376,-0.8975602989395459,0.017901303,0.3,-0.006519194692373276,0.05364583333333333,-53.9641227722168,900.0
172,132096,10,12590,1710,12.311625456809997,0.00025,-0.012693840723174313,0.47127968072891235,-0.7647497057914734,0.015449102,0.3,0.6939692497253418,0.054427083333333334,-53.9641227722168,900.0
173,132864,10,12667,1720,11.827890872955322,0.00025,-0.012665922745751838,0.26890236139297485,-0.7568039536476135,0.014449834,0.3,0.5837346911430359,0.03828125,-53.400516510009766,900.0
174,133632,10,12750,1730,7.118309646844864,0.00025,-0.018963547392437854,0.5277661085128784,-0.874163011709849,0.020824434,0.3,0.388261079788208,0.09622395833333333,-53.400516510009766,900.0
175,134400,10,12850,1740,4.713458263874054,0.00025,-0.01774125995580107,0.30741894245147705,-0.8337929507096609,0.014572763,0.3,0.2686226963996887,0.035416666666666666,-53.400516510009766,900.0
176,135168,10,12940,1750,20.992014789581297,0.00025,-0.005015158734750003,0.5705673098564148,-0.7970263277490933,0.0074811466,0.3,1.1974024772644043,0.01484375,-53.0836181640625,900.0
177,135936,10,13017,1760,22.313033660252888,0.00025,-0.007074396459696194,-0.23475587368011475,-0.8117879271507263,0.010209083,0.3,1.7177538871765137,0.025911458333333335,-53.0836181640625,900.0
178,136704,10,13108,1770,4.200807531674703,0.00025,-0.019150378128203253,0.1274358034133911,-0.8248472313086191,0.02077736,0.3,0.14441604912281036,0.089453125,-53.0836181640625,900.0
179,137472,10,13194,1780,16.769343904654185,0.00025,-0.009525912891452512,0.28132641315460205,-0.8206867322325706,0.027051881,0.3,1.2046664953231812,0.07526041666666666,-53.0836181640625,900.0
180,138240,10,13258,1790,11.899353917439779,0.00025,-0.018682500607489296,0.6489461362361908,-0.7661469792326291,0.011571881,0.3,0.3968157172203064,0.03893229166666667,-53.11521911621094,900.0
181,139008,10,13332,1800,5.72832816640536,0.00025,-0.011572752241045236,0.20488905906677246,-0.8087443153063456,0.00931275,0.3,0.2918345630168915,0.03919270833333333,-53.11521911621094,900.0
182,139776,10,13410,1810,6.764160917202632,0.00025,-0.011930315770829718,0.24936652183532715,-0.8107731019457182,0.008227757,0.3,0.18052496016025543,0.024088541666666668,-53.11521911621094,900.0
183,140544,10,13491,1820,17.30374783674876,0.00025,-0.012310487559686105,0.4420021176338196,-0.8035630012551943,0.013758023,0.3,1.0432186126708984,0.032942708333333334,-52.734619140625,900.0
184,141312,10,13557,1830,33.51752225557963,0.00025,-0.01095942578976974,0.15053105354309082,-0.8529619321227073,0.014738164,0.3,1.216486930847168,0.05,-52.734619140625,900.0
185,142080,10,13632,1840,3.062288925051689,0.00025,-0.014229648544763525,0.3467603921890259,-0.7780111744999886,0.010301881,0.3,0.1483684778213501,0.04388020833333333,-52.734619140625,900.0
186,142848,10,13713,1850,21.052378741900124,0.00025,-0.010060529325467844,0.30892980098724365,-0.772795266409715,0.008657772,0.3,0.676443338394165,0.02109375,-52.734619140625,900.0
187,143616,10,13781,1860,11.721001215775807,0.00025,-0.01709603415802121,0.6622830927371979,-0.7625397076209386,0.010885622,0.3,0.4970177114009857,0.0328125,-51.91401290893555,900.0
188,144384,10,13856,1870,6.376230873664221,0.00025,-0.01522518222918734,0.3612937927246094,-0.7630611881613731,0.013600991,0.3,0.27640920877456665,0.034375,-51.91401290893555,900.0
189,145152,10,13943,1880,7.0095693131287895,0.00025,-0.011924933991394937,0.49133604764938354,-0.7205147003134091,0.0062484927,0.3,0.316753625869751,0.021744791666666666,-51.91401290893555,900.0
190,145920,10,14029,1890,33.448687410354616,0.00025,-0.007564178241106371,0.3338514566421509,-0.7087774604558945,0.008587316,0.3,1.3562023639678955,0.031640625,-51.88942337036133,900.0
191,146688,10,14094,1900,17.438182842731475,0.00025,-0.013445186079479754,-0.07143950462341309,-0.7144831677277883,0.011827752,0.3,0.7437962293624878,0.03958333333333333,-51.88942337036133,900.0
192,147456,10,14171,1910,3.216637319326401,0.00025,-0.01919487363193184,0.30854612588882446,-0.8219978188474973,0.013886358,0.3,0.06064840033650398,0.05091145833333333,-51.88942337036133,900.0
193,148224,10,14256,1920,16.836803789933523,0.00025,-0.00958689694913725,0.18820911645889282,-0.7373491475979487,0.010237665,0.3,0.816402792930603,0.02265625,-51.88942337036133,900.0
194,148992,10,14317,1930,15.221053159236908,0.00025,-0.012707076982284586,0.390744686126709,-0.6881466393669446,0.010393197,0.3,0.6228935718536377,0.023958333333333335,-51.773521423339844,900.0
195,149760,10,14382,1940,5.293321503202121,0.00025,-0.00987220467068255,-0.10833287239074707,-0.7384277482827505,0.012053479,0.3,0.14812764525413513,0.030859375,-51.773521423339844,900.0
196,150528,10,14452,1950,2.9864776571591696,0.00025,-0.019615702047788848,0.4302389621734619,-0.7495889236529668,0.012894701,0.3,0.14801615476608276,0.04739583333333333,-51.773521423339844,900.0
