time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/n_updates,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_range,train/loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
13,9984,9,1020,120,4.60794672369957,0.00025,-0.015137298870831728,0.40889859199523926,-1.8347228020429611,0.014539428,0.3,0.149118572473526,0.025130208333333334,-38.37113952636719,900.0
14,10752,9,1098,130,11.757103077570598,0.00025,-0.011809172271750868,0.3614053726196289,-1.759747776389122,0.0076453504,0.3,0.3831701874732971,0.004036458333333334,-38.37113952636719,900.0
15,11520,9,1162,140,33.305877868334456,0.00025,-0.01683659884147346,0.41553908586502075,-1.7207063615322113,0.010027431,0.3,2.0193705558776855,0.019140625,-49.979190826416016,900.0
16,12288,9,1240,150,6.978804366787275,0.00025,-0.017713216024761398,-0.0060127973556518555,-1.803022289276123,0.01576834,0.3,0.2726787328720093,0.019921875,-49.979190826416016,900.0
17,13056,9,1324,160,16.1019611120224,0.00025,-0.015915367100387812,-0.05851125717163086,-1.6563190340995788,0.015175602,0.3,0.47506433725357056,0.03268229166666667,-49.979190826416016,900.0
18,13824,9,1402,170,14.830720909436543,0.00025,-0.016588693003480634,0.2563719153404236,-1.5486102322737376,0.009673174,0.3,1.042890191078186,0.020833333333333332,-49.602684020996094,900.0
19,14592,9,1467,180,6.046991401910782,0.00025,-0.011274381183708708,0.48986905813217163,-1.6552999208370844,0.0073119514,0.3,0.1807333528995514,0.016276041666666668,-49.602684020996094,900.0
20,15360,9,1545,190,3.7228118727604547,0.00025,-0.016857537479760747,0.28017061948776245,-1.6471343636512756,0.011080188,0.3,0.0883762538433075,0.018359375,-49.602684020996094,900.0
21,16128,9,1632,200,10.022024881839751,0.00025,-0.01858509428954373,0.5047135055065155,-1.6013284424940746,0.02244541,0.3,0.5832379460334778,0.057291666666666664,-49.602684020996094,900.0
22,16896,9,1696,210,13.357188093662263,0.00025,-0.017201025830581786,0.17932790517807007,-1.6268288572629293,0.012458182,0.3,0.5569344162940979,0.026171875,-48.5261344909668,900.0
23,17664,9,1772,220,2.8246914853652316,0.00025,-0.014241962336624663,0.3945479393005371,-1.679587901631991,0.008306956,0.3,0.08146663755178452,0.00859375,-48.5261344909668,900.0
24,18432,9,1856,230,6.321621026595434,0.00025,-0.02052343520335853,0.23907381296157837,-1.578263521194458,0.017548287,0.3,0.21387624740600586,0.021484375,-48.5261344909668,900.0
25,19200,9,1926,240,16.064748919010164,0.00025,-0.010321162392695744,0.46162211894989014,-1.3887265811363856,0.005877799,0.3,0.5913150906562805,0.013151041666666667,-47.55192184448242,900.0
26,19968,10,1991,250,10.621281709273656,0.00025,-0.006523990949305395,0.03559976816177368,-1.511310335000356,0.009417144,0.3,0.5686601400375366,0.004427083333333333,-47.55192184448242,900.0
27,20736,10,2073,260,4.88403055469195,0.00025,-0.01196950643012921,0.35336995124816895,-1.565287893017133,0.00852233,0.3,0.18252789974212646,0.007682291666666666,-47.55192184448242,900.0
28,21504,9,2160,270,14.908198006947835,0.00025,-0.014137436581465105,0.4530172348022461,-1.493096536397934,0.012080294,0.3,1.0555076599121094,0.019921875,-47.55192184448242,900.0
29,22272,10,2212,280,31.244325391451518,0.00025,-0.01903758248857533,0.15063679218292236,-1.5054657061894734,0.013241013,0.3,2.463818073272705,0.027604166666666666,-47.451263427734375,900.0
30,23040,10,2278,290,8.294642309347788,0.00025,-0.022013598416621486,0.2881051301956177,-1.5550663232803346,0.017461298,0.3,0.28199392557144165,0.04739583333333333,-47.451263427734375,900.0
31,23808,10,2349,300,5.782042443752289,0.00025,-0.015415967605076731,0.25368356704711914,-1.426722635825475,0.013564146,0.3,0.16501925885677338,0.018619791666666666,-47.451263427734375,900.0
32,24576,10,2412,310,10.7843208193779,0.00025,-0.01053690566914156,0.43943697214126587,-1.2555871496597926,0.0072084866,0.3,0.5575140118598938,0.015625,-46.55408477783203,900.0
33,25344,10,2465,320,26.552996134757997,0.00025,-0.006970585052234431,-0.02058851718902588,-1.4049319495757422,0.0053369137,0.3,1.463455080986023,0.0078125,-46.55408477783203,900.0
34,26112,10,2528,330,3.9497153888146084,0.00025,-0.031021944573149086,0.154191255569458,-1.4214673618475595,0.022529304,0.3,0.07717316597700119,0.07760416666666667,-46.55408477783203,900.0
35,26880,10,2608,340,13.381311587492625,0.00025,-0.015012810612097383,0.5951789319515228,-1.304031428694725,0.01585094,0.3,0.4213614761829376,0.031510416666666666,-46.55408477783203,900.0
36,27648,10,2664,350,58.018852376937865,0.00025,-0.0148346821932743,0.1734600067138672,-1.2193659325440724,0.007570349,0.3,1.5425060987472534,0.014453125,-47.64235305786133,900.0
37,28416,10,2728,360,5.794149375955263,0.00025,-0.014431436887631814,-0.35394084453582764,-1.3159789522488912,0.012112294,0.3,0.20267489552497864,0.019791666666666666,-47.64235305786133,900.0
38,29184,10,2796,370,24.808128702640534,0.00025,-0.01603698427012811,-0.09518098831176758,-1.3265193869670233,0.030786613,0.3,1.1027981042861938,0.098046875,-47.64235305786133,900.0
39,29952,10,2864,380,32.9478701432546,0.00025,-0.011655359734625866,0.5211791694164276,-1.36053772966067,0.01319379,0.3,2.3754665851593018,0.0296875,-48.218196868896484,900.0
40,30720,10,2925,390,30.62444357474645,0.00025,-0.013199207318636278,-0.05027580261230469,-1.3761132170756658,0.00647261,0.3,1.3166238069534302,0.00859375,-48.218196868896484,900.0
41,31488,10,2996,400,5.005244412024816,0.00025,-0.015396464072788755,0.3557433485984802,-1.4394198934237161,0.013272843,0.3,0.1829664707183838,0.03802083333333333,-48.218196868896484,900.0
42,32256,10,3077,410,18.94170410633087,0.00025,-0.0069608406707023585,0.21367210149765015,-1.292184199889501,0.006481174,0.3,0.5885127186775208,0.004296875,-48.218196868896484,900.0
43,33024,10,3134,420,30.26451904773712,0.00025,-0.011465847756092747,0.5046960115432739,-1.293290521701177,0.007914505,0.3,0.9872025847434998,0.013411458333333333,-51.17112350463867,900.0
44,33792,10,3192,430,44.61785385409991,0.00025,-0.005819469861065348,-0.597802996635437,-1.4096807132164637,0.00766724,0.3,1.0650508403778076,0.008333333333333333,-51.17112350463867,900.0
45,34560,10,3258,440,4.372927925984064,0.00025,-0.014913296854744355,0.36552542448043823,-1.2560422539710998,0.013353777,0.3,0.1693657785654068,0.03359375,-51.17112350463867,900.0
46,35328,10,3321,450,11.055448909600576,0.00025,-0.01101466747156034,0.46515631675720215,-1.1852598910530407,0.008728975,0.3,0.23701238632202148,0.014453125,-50.44514083862305,900.0
47,36096,10,3379,460,7.465823411941528,0.00025,-0.018110296572558582,0.1736156940460205,-1.3207532713810604,0.023493491,0.3,0.41399893164634705,0.059375,-50.44514083862305,900.0
48,36864,10,3458,470,5.328125403324763,0.00025,-0.011626727335775891,0.23393934965133667,-1.3018778701623281,0.008378551,0.3,0.19789017736911774,0.018619791666666666,-50.44514083862305,900.0
49,37632,10,3550,480,21.076473013559976,0.00025,-0.009202256177862486,0.013240694999694824,-1.199643748998642,0.0052325563,0.3,0.7603314518928528,0.011458333333333333,-50.44514083862305,900.0
50,38400,10,3615,490,34.025966596603396,0.00025,-0.013856298049601416,0.21882247924804688,-1.2671546300252279,0.00772346,0.3,1.4773648977279663,0.015885416666666666,-51.59811019897461,900.0
51,39168,10,3681,500,5.366918806234995,0.00025,-0.01661642677305887,0.3341218829154968,-1.3836355229218802,0.014159513,0.3,0.15269504487514496,0.030078125,-51.59811019897461,900.0
52,39936,10,3758,510,10.220257844527563,0.00025,-0.017433201719541103,0.2065213918685913,-1.3386328140894572,0.012317877,0.3,0.3628494441509247,0.026171875,-51.59811019897461,900.0
53,40704,10,3831,520,7.619858940442403,0.00025,-0.013236713479273021,0.3635064363479614,-1.200816485285759,0.017382026,0.3,0.24450068175792694,0.04583333333333333,-50.69001770019531,900.0
54,41472,10,3897,530,8.109426931540172,0.00025,-0.014244014195476969,0.23189294338226318,-1.303621898094813,0.013072044,0.3,0.3267970681190491,0.025130208333333334,-50.69001770019531,900.0
55,42240,10,3976,540,4.009044939279557,0.00025,-0.010313969004588823,0.3502480983734131,-1.3010030150413514,0.008691297,0.3,0.19828645884990692,0.007682291666666666,-50.69001770019531,900.0
56,43008,10,4063,550,10.575800069173177,0.00025,-0.013795015246917805,0.3578040599822998,-1.2067976286013922,0.014854099,0.3,0.32796019315719604,0.039713541666666664,-50.69001770019531,900.0
57,43776,10,4127,560,11.011370984713237,0.00025,-0.01969408905133605,0.5665451288223267,-1.2173756728569667,0.018660506,0.3,0.4101244807243347,0.049479166666666664,-52.511051177978516,900.0
58,44544,10,4194,570,8.837337072690328,0.00025,-0.023202661626661816,0.32987016439437866,-1.3740858445564905,0.016154598,0.3,0.35798805952072144,0.048046875,-52.511051177978516,900.0
59,45312,10,4275,580,8.817452496290207,0.00025,-0.01861513756060352,-0.06660294532775879,-1.4306703507900238,0.01381674,0.3,0.4007626473903656,0.030729166666666665,-52.511051177978516,900.0
60,46080,10,4347,590,22.821732052167256,0.00025,-0.01879217967701455,0.493537962436676,-1.271099583307902,0.022003703,0.3,1.0341943502426147,0.03697916666666667,-53.169620513916016,900.0
61,46848,10,4403,600,9.56416433652242,0.00025,-0.019805954637316367,0.19956231117248535,-1.2668366432189941,0.017122379,0.3,0.42690348625183105,0.06822916666666666,-53.169620513916016,900.0
62,47616,10,4473,610,4.278535906473795,0.00025,-0.02200723779387772,0.40739917755126953,-1.3146485477685927,0.019221751,0.3,0.23622500896453857,0.060546875,-53.169620513916016,900.0
63,48384,10,4545,620,10.882327085733413,0.00025,-0.014047965679007271,0.3732367157936096,-1.2071307977040608,0.012986589,0.3,0.7741370797157288,0.018359375,-53.169620513916016,900.0
64,49152,10,4602,630,19.686937459309895,0.00025,-0.011402869562152773,0.35379457473754883,-1.0834656139214833,0.009374016,0.3,0.9113526344299316,0.016276041666666668,-52.917049407958984,900.0
65,49920,10,4669,640,14.97922793229421,0.00025,-0.011408050078898668,0.32336193323135376,-1.2204660207033158,0.0044604396,0.3,0.40667280554771423,0.013541666666666667,-52.917049407958984,900.0
66,50688,10,4740,650,6.013212039073308,0.00025,-0.015392973941440383,0.14554917812347412,-1.1551448712746302,0.010962825,0.3,0.20093120634555817,0.035546875,-52.917049407958984,900.0
67,51456,10,4808,660,9.327392737070719,0.00025,-0.016478525808391473,0.43392401933670044,-1.0586525504787763,0.013440284,0.3,0.7493564486503601,0.03372395833333333,-53.304046630859375,900.0
68,52224,10,4866,670,9.150953882932663,0.00025,-0.013923591390872994,0.6203688979148865,-1.1378297328948974,0.008246917,0.3,0.2365930676460266,0.020963541666666665,-53.304046630859375,900.0
69,52992,10,4937,680,2.7034445226192476,0.00025,-0.014174319695060451,0.49806272983551025,-1.140386771162351,0.010824266,0.3,0.07609415054321289,0.023046875,-53.304046630859375,900.0
70,53760,10,5020,690,11.882297094662984,0.00025,-0.012027403595857323,0.48145246505737305,-1.1517822841803234,0.0096090855,0.3,0.5434184074401855,0.026432291666666666,-53.304046630859375,900.0
71,54528,10,5085,700,18.841614874204,0.00025,-0.01063861077806602,0.5882948040962219,-1.068306802213192,0.007850991,0.3,0.7297382950782776,0.01328125,-54.12451171875,900.0
72,55296,10,5150,710,5.439371597766876,0.00025,-0.015298584941774607,0.3293343186378479,-1.1975648472706477,0.017140785,0.3,0.3039625287055969,0.039322916666666666,-54.12451171875,900.0
73,56064,10,5220,720,20.772118125359217,0.00025,-0.010778231197036803,-0.010824918746948242,-1.1007921978831292,0.007798417,0.3,0.4629938006401062,0.014322916666666666,-54.12451171875,900.0
74,56832,10,5289,730,14.603047263622283,0.00025,-0.015483015418673555,0.467326819896698,-1.0388878340522447,0.0143882865,0.3,0.40685561299324036,0.03997395833333333,-53.912078857421875,900.0
75,57600,10,5346,740,7.685997051000595,0.00025,-0.010464046755805612,0.29658252000808716,-1.0527440205216407,0.012898368,0.3,0.29808834195137024,0.023177083333333334,-53.912078857421875,900.0
76,58368,10,5415,750,3.027600188056628,0.00025,-0.018281855387613177,0.1910914182662964,-1.1206124956409136,0.013280873,0.3,0.09449814260005951,0.05169270833333333,-53.912078857421875,900.0
77,59136,10,5490,760,22.786590266227723,0.00025,-0.009463841755253574,0.15597808361053467,-1.080086447795232,0.005747371,0.3,1.0453057289123535,0.008984375,-53.912078857421875,900.0
78,59904,10,5549,770,55.943844652175905,0.00025,-0.011025360040366649,0.2046511173248291,-0.9988165726264318,0.0064669265,0.3,2.662346124649048,0.017317708333333334,-53.58531188964844,900.0
79,60672,10,5615,780,10.209398434559505,0.00025,-0.012272999823714296,0.13716113567352295,-1.1426145911216736,0.017236693,0.3,0.12754854559898376,0.03802083333333333,-53.58531188964844,900.0
80,61440,10,5691,790,8.565203738212585,0.00025,-0.01447189210448414,0.4989774227142334,-1.196269753575325,0.008226944,0.3,0.2728448510169983,0.022916666666666665,-53.58531188964844,900.0
81,62208,10,5765,800,30.04473496278127,0.00025,-0.006542687917438646,0.29962313175201416,-1.0458121851086617,0.0035563263,0.3,1.3071836233139038,0.00546875,-53.86174774169922,900.0
82,62976,10,5820,810,9.40123955408732,0.00025,-0.012040796247310937,0.6197233498096466,-1.1033607959747314,0.0117541915,0.3,0.4596465229988098,0.0359375,-53.86174774169922,900.0
83,63744,10,5886,820,2.701471742987633,0.00025,-0.012088498826293896,0.3317415714263916,-1.1535809189081192,0.008585311,0.3,0.13899856805801392,0.011197916666666667,-53.86174774169922,900.0
84,64512,10,5962,830,12.654416966438294,0.00025,-0.005497135132706414,0.35045886039733887,-1.0641428043444952,0.006806088,0.3,0.374394953250885,0.01328125,-53.86174774169922,900.0
85,65280,10,6023,840,11.186503839492797,0.00025,-0.017449850480382643,0.3065621256828308,-1.1087472801407179,0.012093549,0.3,0.2542937994003296,0.0296875,-53.054176330566406,900.0
86,66048,10,6089,850,5.158699783682823,0.00025,-0.020059381906564037,0.39129525423049927,-1.2251221895217896,0.017163387,0.3,0.2614077925682068,0.046484375,-53.054176330566406,900.0
87,66816,10,6160,860,7.38833769361178,0.00025,-0.016460062159846228,0.3826722502708435,-1.1440167675415676,0.013737903,0.3,0.29635658860206604,0.03606770833333333,-53.054176330566406,900.0
88,67584,10,6236,870,17.33908064762751,0.00025,-0.005311703387026985,0.40952640771865845,-1.0112109720706939,0.0040899543,0.3,0.7427003383636475,0.004296875,-53.14414596557617,900.0
89,68352,10,6284,880,12.674523270130157,0.00025,-0.012293708852181832,0.18066507577896118,-1.168083087603251,0.009944839,0.3,0.8375486135482788,0.01796875,-53.14414596557617,900.0
90,69120,10,6346,890,3.5365787108739215,0.00025,-0.015657416832012435,0.20527809858322144,-1.1805204237500826,0.010534741,0.3,0.20489352941513062,0.04114583333333333,-53.14414596557617,900.0
91,69888,10,6424,900,16.1924556016922,0.00025,-0.016744912136346102,0.13936913013458252,-1.087908710539341,0.013692242,0.3,0.23888587951660156,0.0390625,-53.14414596557617,900.0
92,70656,10,6487,910,29.4039399544398,0.00025,-0.01575089703158786,0.2294277548789978,-1.0170459325114887,0.011909642,0.3,1.4851000308990479,0.03815104166666667,-52.85770797729492,900.0
93,71424,10,6550,920,11.818068321545919,0.00025,-0.016733902242655554,-0.011536240577697754,-1.0785651728510857,0.023300087,0.3,0.26372337341308594,0.07044270833333334,-52.85770797729492,900.0
94,72192,10,6620,930,6.5824664721886315,0.00025,-0.018507598511253793,0.28127139806747437,-1.0959003388881683,0.017583841,0.3,0.2595197260379791,0.045703125,-52.85770797729492,900.0
95,72960,10,6692,940,39.22513427734375,0.00025,-0.010996693877192836,0.27578437328338623,-1.0794863060116768,0.007433183,0.3,1.6331830024719238,0.019010416666666665,-52.624332427978516,900.0
96,73728,10,6739,950,7.489265884955724,0.00025,-0.011005784617736936,0.03701895475387573,-1.0933732355634371,0.011254754,0.3,0.27060666680336,0.021484375,-52.624332427978516,900.0
97,74496,10,6807,960,2.06381471157074,0.00025,-0.020395272155292334,0.2679908275604248,-1.1317831794420878,0.020277211,0.3,0.013142876327037811,0.090625,-52.624332427978516,900.0
98,75264,10,6890,970,8.595478169123332,0.00025,-0.011952505509058634,0.3128681778907776,-1.0252486074964204,0.011071235,0.3,0.35370808839797974,0.029817708333333335,-52.624332427978516,900.0
99,76032,10,6954,980,32.67951216697693,0.00025,-0.01208605399976174,0.17697584629058838,-0.8691565588116645,0.009967775,0.3,2.3351664543151855,0.026953125,-51.95643997192383,900.0
100,76800,10,7011,990,9.322094863653183,0.00025,-0.024959112238138913,-0.08199214935302734,-1.1292931323250135,0.015225083,0.3,0.21976476907730103,0.046875,-51.95643997192383,900.0
101,77568,10,7077,1000,3.974060235420863,0.00025,-0.01591973917093128,0.2893184423446655,-1.0974066818753878,0.012301993,0.3,0.20629851520061493,0.033984375,-51.95643997192383,900.0
102,78336,10,7150,1010,33.89529836177826,0.00025,-0.006371485612665613,0.258947491645813,-1.0215523938337963,0.006168041,0.3,2.7879631519317627,0.010677083333333334,-54.15989685058594,900.0
103,79104,10,7203,1020,29.321991840998333,0.00025,-0.01828749931883067,0.6793824434280396,-1.1063466211160025,0.0143157095,0.3,0.7125799655914307,0.044270833333333336,-54.15989685058594,900.0
104,79872,10,7272,1030,3.0632641101876894,0.00025,-0.019203041532697775,0.10175901651382446,-1.1577768683433534,0.0133070005,0.3,0.1487402766942978,0.05416666666666667,-54.15989685058594,900.0
105,80640,10,7348,1040,5.03981129527092,0.00025,-0.027493880207960803,0.3941853642463684,-1.0564073358972867,0.021759197,0.3,0.19548563659191132,0.067578125,-54.15989685058594,900.0
106,81408,10,7410,1050,27.04192535877228,0.00025,-0.01269450921099633,0.31358128786087036,-0.9097664659221967,0.009211819,0.3,0.8517398238182068,0.028515625,-53.202674865722656,900.0
107,82176,11,7470,1060,10.1427587946256,0.00025,-0.012569767834308247,0.24495792388916016,-1.094424203534921,0.010661912,0.3,0.7715643644332886,0.030859375,-53.202674865722656,900.0
108,82944,10,7544,1070,9.123224707444509,0.00025,-0.01456748383740584,0.20180779695510864,-1.1333204040924707,0.014250106,0.3,0.17120784521102905,0.04114583333333333,-53.202674865722656,900.0
109,83712,10,7635,1080,14.645841642220814,0.00025,-0.011133351922035217,0.40676355361938477,-1.0901731888453166,0.00888759,0.3,0.2469128668308258,0.021744791666666666,-53.32742691040039,900.0
110,84480,10,7693,1090,50.78069338798523,0.00025,-0.009062818336921434,-0.4175316095352173,-1.0734085768461228,0.010719784,0.3,1.0016746520996094,0.020182291666666668,-53.32742691040039,900.0
111,85248,10,7767,1100,1.9949183841546376,0.00025,-0.01608256748877466,0.4287419319152832,-1.1447541524966558,0.017829908,0.3,0.060807134956121445,0.05390625,-53.32742691040039,900.0
112,86016,10,7849,1110,5.261885201930999,0.00025,-0.020427620488529405,0.20625203847885132,-1.0624459361036618,0.01301713,0.3,0.20108884572982788,0.05130208333333333,-53.32742691040039,900.0
113,86784,10,7920,1120,32.199142424265546,0.00025,-0.00926939925023665,0.23780089616775513,-1.024452506005764,0.010064024,0.3,1.33614182472229,0.01796875,-53.22563552856445,900.0
114,87552,10,7990,1130,19.25200171470642,0.00025,-0.01347807674513509,0.5025419592857361,-1.08107082148393,0.00825419,0.3,0.8759497404098511,0.0296875,-53.22563552856445,900.0
115,88320,10,8067,1140,8.550042057037354,0.00025,-0.009934877064855149,0.25249356031417847,-0.9775812864303589,0.011221674,0.3,0.29901522397994995,0.025260416666666667,-53.22563552856445,900.0
116,89088,10,8153,1150,13.055363388856252,0.00025,-0.013152868091128766,0.3615254759788513,-0.9796315396825472,0.01148098,0.3,0.626875102519989,0.024869791666666665,-53.22563552856445,900.0
117,89856,10,8213,1160,27.92182003657023,0.00025,-0.009529170595730345,0.603232353925705,-0.9771872023741405,0.0095086815,0.3,0.9000283479690552,0.02265625,-53.9105224609375,900.0
118,90624,10,8283,1170,4.524310980240504,0.00025,-0.02220231459941715,0.16204923391342163,-1.0244561776518821,0.022298804,0.3,0.25447508692741394,0.06796875,-53.9105224609375,900.0
119,91392,10,8370,1180,10.942727645238241,0.00025,-0.014056817023083567,0.14831095933914185,-0.9926174263159434,0.011537735,0.3,0.5312179327011108,0.034375,-53.9105224609375,900.0
120,92160,10,8443,1190,108.6577341079712,0.00025,-0.0049608859699219465,0.3751845359802246,-0.8205671812097232,0.0045831,0.3,4.267269134521484,0.008463541666666666,-54.40891647338867,900.0
121,92928,10,8509,1200,4.068665192524592,0.00025,-0.021362197174069782,0.1358059048652649,-0.92884568075339,0.019959731,0.3,0.1342012882232666,0.08346354166666667,-54.40891647338867,900.0
122,93696,10,8586,1210,2.783045450846354,0.00025,-0.017620045458897948,0.2704201936721802,-0.9905747214953105,0.016772775,0.3,0.061227865517139435,0.06744791666666666,-54.40891647338867,900.0
123,94464,10,8672,1220,8.17561465104421,0.00025,-0.01257903054356575,0.4400162696838379,-0.9074821650981904,0.011580584,0.3,0.2111327052116394,0.03203125,-54.40891647338867,900.0
124,95232,10,8734,1230,13.710745171705883,0.00025,-0.01519922058408459,0.2825189232826233,-0.8893109992146492,0.0140335625,0.3,0.8113886117935181,0.043229166666666666,-54.572513580322266,900.0
125,96000,10,8806,1240,2.3558365484078725,0.00025,-0.021817448905979593,0.43109458684921265,-1.049157262345155,0.016195113,0.3,0.049618154764175415,0.060286458333333334,-54.572513580322266,900.0
126,96768,10,8889,1250,6.130731598536173,0.00025,-0.011941436352208257,0.23866522312164307,-0.9691816553473472,0.011894436,0.3,0.19200898706912994,0.036848958333333334,-54.572513580322266,900.0
127,97536,10,8958,1260,13.3359006245931,0.00025,-0.014913744231065115,0.3978063464164734,-0.9588538110256195,0.0110268975,0.3,0.5687352418899536,0.03046875,-54.85340881347656,900.0
128,98304,10,9027,1270,29.659476617972057,0.00025,-0.008630659858075282,0.055604636669158936,-1.0023895442485808,0.0066247866,0.3,0.8048104643821716,0.018229166666666668,-54.85340881347656,900.0
129,99072,10,9104,1280,6.808328485488891,0.00025,-0.012755813298281283,0.13752150535583496,-1.002044255534808,0.016860103,0.3,0.23362213373184204,0.050520833333333334,-54.85340881347656,900.0
130,99840,10,9189,1290,14.246521051724752,0.00025,-0.012386996919910112,0.5892055630683899,-0.9530370657642683,0.007910754,0.3,0.5273857712745667,0.017317708333333334,-54.85340881347656,900.0
131,100608,10,9249,1300,84.68047520319621,0.00025,-0.008852733361224333,0.29014521837234497,-0.8040237088998159,0.005518123,0.3,2.053328275680542,0.014973958333333334,-52.998111724853516,900.0
132,101376,10,9329,1310,2.655557401974996,0.00025,-0.02053488038169841,0.39873695373535156,-1.0897085398435593,0.015988281,0.3,0.08830496668815613,0.04830729166666667,-52.998111724853516,900.0
133,102144,10,9431,1320,5.6897211154301965,0.00025,-0.01575032654994478,0.41056108474731445,-1.0145947302381197,0.017853819,0.3,0.19062477350234985,0.058984375,-52.998111724853516,900.0
134,102912,10,9516,1330,40.60194640954335,0.00025,-0.007496617493840555,0.3604646921157837,-0.8489956508080164,0.008174445,0.3,3.329183578491211,0.016927083333333332,-52.942508697509766,900.0
135,103680,10,9598,1340,6.272914467255275,0.00025,-0.014776063524186612,0.35146039724349976,-0.9716965988278389,0.010347963,0.3,0.12818434834480286,0.030338541666666666,-52.942508697509766,900.0
136,104448,10,9691,1350,3.1106912821531294,0.00025,-0.009872274535397688,0.2638091444969177,-0.9158258333802223,0.00642785,0.3,0.11508998274803162,0.014453125,-52.942508697509766,900.0
137,105216,10,9782,1360,16.32234919865926,0.00025,-0.011656222740809123,0.1759270429611206,-0.9608321855465571,0.012301974,0.3,0.40526771545410156,0.03763020833333333,-52.942508697509766,900.0
138,105984,10,9850,1370,22.135173066457114,0.00025,-0.01344427913427353,0.5292127728462219,-0.790772770345211,0.0152045535,0.3,1.0581835508346558,0.04505208333333333,-53.51850509643555,900.0
139,106752,10,9936,1380,1.558820416033268,0.00025,-0.014069992032212516,0.1462843418121338,-1.0577375094095867,0.011296883,0.3,0.03125128149986267,0.030598958333333332,-53.51850509643555,900.0
140,107520,10,10012,1390,15.363436365127564,0.00025,-0.0131669929328685,0.2904413938522339,-0.8963853294650713,0.013759294,0.3,0.41815879940986633,0.03046875,-53.51850509643555,900.0
141,108288,10,10081,1400,9.060455505053202,0.00025,-0.012325462776546676,0.3173307180404663,-0.852983753879865,0.012745884,0.3,0.32334044575691223,0.035546875,-53.31439971923828,900.0
142,109056,10,10146,1410,7.361361370484034,0.00025,-0.011933457540969054,0.08962851762771606,-1.0316362087925275,0.013847068,0.3,0.42502501606941223,0.029557291666666666,-53.31439971923828,900.0
143,109824,10,10220,1420,9.441306310892106,0.00025,-0.023907407047227026,0.29461318254470825,-1.034945583343506,0.020613294,0.3,0.5952187180519104,0.0734375,-53.31439971923828,900.0
144,110592,10,10302,1430,32.86305727958679,0.00025,-0.004114363148498039,0.409673273563385,-0.815922895570596,0.004469136,0.3,1.739251971244812,0.009895833333333333,-53.31439971923828,900.0
145,111360,10,10360,1440,12.26851665576299,0.00025,-0.009987823851406574,0.040782034397125244,-0.8171591242154439,0.010397832,0.3,0.41986170411109924,0.0234375,-53.34531784057617,900.0
146,112128,10,10427,1450,10.158452139298122,0.00025,-0.01361556025998046,0.10826236009597778,-0.9782258421182632,0.01383436,0.3,0.30166468024253845,0.041015625,-53.34531784057617,900.0
147,112896,10,10503,1460,7.188335686922073,0.00025,-0.02075908986153081,0.3106750249862671,-0.9431044454375903,0.017562555,0.3,0.40478917956352234,0.06536458333333334,-53.34531784057617,900.0
