vehicle_id,depart_time,arrive_time,waiting_time,is_controlled_vehicle
veh21344,32145.0,,207.0,False
veh21349,32150.0,,804.0,False
veh21354,32155.0,,683.0,True
truck5918,32155.0,,766.0,False
veh21359,32160.0,,570.0,False
veh20818,32165.0,,943.0,False
veh21364,32165.0,,76.0,False
veh21369,32170.0,,155.0,False
truck5923,32170.0,,99.0,False
veh21374,32175.0,,0.0,False
veh21379,32180.0,,622.0,True
veh21384,32185.0,,967.0,False
truck5928,32185.0,,959.0,True
moto394,32185.0,,86.0,False
veh21387,32190.0,,121.0,True
veh21389,32190.0,,227.0,False
veh21394,32195.0,,327.0,False
veh21399,32200.0,,838.0,False
truck5933,32200.0,32385.0,2.0,False
veh21404,32205.0,,241.0,False
truck5935,32210.0,,130.0,False
veh21409,32210.0,,289.0,False
veh21414,32215.0,,980.0,False
truck5938,32215.0,,974.0,True
bike4973,32215.0,,485.0,False
veh21419,32220.0,,91.0,False
veh21429,32230.0,,782.0,False
truck5943,32230.0,,678.0,False
bike4977,32230.0,,491.0,False
veh21434,32235.0,,181.0,False
truck5946,32240.0,,813.0,True
veh21439,32240.0,,974.0,False
bike4980,32240.0,,0.0,False
veh21444,32245.0,,854.0,False
truck5948,32245.0,,789.0,True
veh21449,32250.0,,0.0,False
veh21454,32255.0,32690.0,192.0,False
bike4984,32255.0,,278.0,False
veh21327,32260.0,,274.0,False
veh21459,32260.0,,922.0,True
truck5953,32260.0,32615.0,62.0,False
bike4987,32265.0,33385.0,279.0,False
veh21469,32270.0,,955.0,False
veh21474,32275.0,,73.0,False
truck5958,32275.0,,0.0,False
veh21479,32280.0,,73.0,False
bike4991,32280.0,,21.0,True
veh21484,32285.0,,659.0,True
bike4994,32290.0,,367.0,False
veh21494,32295.0,,884.0,False
veh21504,32305.0,,141.0,False
truck5968,32305.0,,866.0,True
bike4998,32305.0,,680.0,False
veh21509,32310.0,,801.0,False
veh21519,32320.0,,38.0,False
truck5973,32320.0,,184.0,False
veh21524,32325.0,,631.0,False
veh21529,32330.0,,38.0,False
bike5005,32330.0,,78.0,False
truck5978,32335.0,,147.0,False
veh21541,32345.0,,102.0,False
veh21544,32345.0,32875.0,175.0,False
veh21549,32350.0,,135.0,False
truck5983,32350.0,,951.0,False
veh21554,32355.0,,980.0,True
bike5012,32355.0,,36.0,False
veh21559,32360.0,,972.0,False
veh21564,32365.0,,835.0,False
truck5988,32365.0,,85.0,False
moto399,32365.0,,671.0,False
veh21569,32370.0,,970.0,True
veh21574,32375.0,,818.0,False
veh21579,32380.0,,973.0,True
truck5993,32380.0,,815.0,False
bike5019,32380.0,33365.0,440.0,False
veh21589,32390.0,,0.0,False
veh21594,32395.0,,79.0,False
truck5998,32395.0,,519.0,True
veh21599,32400.0,,837.0,True
veh21604,32405.0,,973.0,False
bike5026,32405.0,33605.0,280.0,False
bike5024,32410.0,,913.0,True
veh21609,32410.0,,981.0,False
truck6003,32410.0,,950.0,False
truck6004,32415.0,,950.0,False
veh21619,32420.0,,978.0,False
veh21624,32425.0,32885.0,59.0,False
truck6008,32425.0,33030.0,151.0,False
bike5033,32430.0,,514.0,False
veh21634,32435.0,,547.0,False
veh21639,32440.0,,607.0,False
truck6013,32440.0,,855.0,False
veh21644,32445.0,,965.0,False
veh21649,32450.0,,853.0,False
veh21654,32455.0,,991.0,True
bike5040,32455.0,,718.0,False
veh21659,32460.0,33060.0,116.0,False
veh21664,32465.0,,777.0,False
veh21669,32470.0,,783.0,False
truck6023,32470.0,,957.0,False
bike5044,32470.0,32785.0,100.0,False
veh21674,32475.0,,17.0,False
veh21573,32480.0,,65.0,False
bike5047,32480.0,32835.0,103.0,False
veh21684,32485.0,,932.0,True
truck6028,32485.0,,46.0,True
veh21694,32495.0,,976.0,False
bike5051,32495.0,33525.0,173.0,False
veh21699,32500.0,,981.0,True
truck6033,32500.0,,78.0,False
veh21704,32505.0,,957.0,False
bike5054,32505.0,34005.0,686.0,False
veh21709,32510.0,,99.0,False
veh21714,32515.0,,849.0,False
truck6038,32515.0,,966.0,False
veh21719,32520.0,33165.0,120.0,False
bike5058,32520.0,,120.0,False
veh21724,32525.0,,855.0,True
veh21729,32530.0,,970.0,False
truck6043,32530.0,,828.0,False
veh21734,32535.0,,970.0,True
veh21739,32540.0,,3.0,False
truck6048,32545.0,,845.0,False
truck6006,32550.0,,962.0,False
veh21749,32550.0,,106.0,False
veh21754,32555.0,,570.0,False
veh21759,32560.0,,0.0,False
truck6053,32560.0,,921.0,False
veh21764,32565.0,34025.0,903.0,False
veh21763,32570.0,,823.0,False
truck6056,32570.0,,173.0,False
veh21769,32570.0,,840.0,False
bike5072,32570.0,,270.0,False
veh21774,32575.0,,787.0,False
truck6058,32575.0,,318.0,True
veh21779,32580.0,,859.0,False
veh21789,32590.0,,150.0,False
truck6063,32590.0,,324.0,True
veh21794,32595.0,,241.0,False
veh21804,32605.0,,794.0,False
truck6068,32605.0,,559.0,False
veh21809,32610.0,,26.0,False
veh21807,32615.0,33740.0,302.0,True
veh21814,32615.0,33975.0,838.0,False
truck6073,32620.0,,495.0,True
bike5086,32620.0,,1.0,False
veh21824,32625.0,,796.0,False
veh21829,32630.0,,741.0,False
veh21834,32635.0,,825.0,False
truck6078,32635.0,,795.0,False
veh21839,32640.0,,915.0,False
veh21844,32645.0,,968.0,False
bike5093,32645.0,,57.0,False
veh21849,32650.0,,793.0,False
truck6083,32650.0,,1.0,False
truck6079,32655.0,,36.0,False
veh21854,32655.0,,688.0,False
veh21859,32660.0,,786.0,False
truck6088,32665.0,,192.0,False
bike5100,32670.0,33815.0,670.0,False
veh21660,32675.0,33175.0,127.0,False
veh21874,32675.0,,137.0,False
veh21879,32680.0,,775.0,False
truck6093,32680.0,,630.0,False
veh21889,32690.0,32800.0,0.0,False
veh21614,32695.0,,881.0,False
veh21894,32695.0,,676.0,False
truck6098,32695.0,,100.0,False
veh21899,32700.0,,978.0,False
veh21904,32705.0,,942.0,False
veh21909,32710.0,,782.0,False
truck6103,32710.0,,738.0,False
bike5111,32710.0,,36.0,False
veh21914,32715.0,,963.0,False
veh21919,32720.0,,835.0,True
bike5114,32720.0,,29.0,False
veh21924,32725.0,,665.0,False
truck6108,32725.0,,64.0,False
moto409,32725.0,,707.0,False
veh21929,32730.0,33510.0,208.0,False
veh21934,32735.0,,198.0,False
bike5118,32735.0,,778.0,False
veh21939,32740.0,,968.0,False
truck6113,32740.0,,208.0,False
veh21938,32745.0,,881.0,False
veh21944,32745.0,,353.0,False
bike5121,32745.0,,2.0,False
veh21949,32750.0,,820.0,False
veh21954,32755.0,,722.0,False
truck6118,32755.0,,721.0,False
veh21959,32760.0,,836.0,False
bike5125,32760.0,,974.0,False
veh21964,32765.0,,728.0,False
bike5128,32770.0,,604.0,False
bike5129,32775.0,,222.0,False
veh21974,32775.0,,705.0,False
veh21979,32780.0,,953.0,False
veh21984,32785.0,,885.0,True
truck6128,32785.0,,944.0,False
veh21989,32790.0,,561.0,True
veh21994,32795.0,,771.0,False
veh21999,32800.0,,705.0,False
truck6133,32800.0,,819.0,False
veh22004,32805.0,,711.0,False
veh22009,32810.0,33595.0,264.0,False
bike5139,32810.0,,437.0,False
veh22014,32815.0,,518.0,True
truck6138,32815.0,,972.0,False
veh22019,32820.0,,79.0,False
veh22024,32825.0,,62.0,False
truck6143,32830.0,,725.0,False
veh22029,32830.0,,803.0,False
bike5146,32835.0,,516.0,False
veh22039,32840.0,,711.0,False
veh22043,32845.0,,695.0,False
truck6148,32845.0,,753.0,False
veh22049,32850.0,,106.0,False
veh22059,32860.0,,195.0,False
bike5153,32860.0,,13.0,False
veh22061,32865.0,,740.0,False
veh22064,32865.0,,675.0,False
veh22069,32870.0,,860.0,True
veh22074,32875.0,,42.0,False
veh22079,32880.0,,834.0,False
veh22084,32885.0,,837.0,False
veh22089,32890.0,,746.0,False
veh22094,32895.0,,0.0,False
veh22099,32900.0,,938.0,True
veh22104,32905.0,,275.0,True
veh22109,32910.0,,540.0,False
bike5167,32910.0,,83.0,False
veh22114,32915.0,,890.0,False
truck6173,32920.0,,665.0,False
veh22124,32925.0,,564.0,False
veh22129,32930.0,,816.0,False
veh22134,32935.0,,84.0,False
truck6178,32935.0,,27.0,False
veh22139,32940.0,,0.0,False
veh22144,32945.0,,140.0,True
veh22149,32950.0,,950.0,False
truck6183,32950.0,,863.0,False
bike5178,32950.0,,419.0,True
veh22154,32955.0,33115.0,22.0,False
veh22159,32960.0,,641.0,False
bike5181,32960.0,,216.0,False
veh22164,32965.0,,0.0,False
truck6188,32965.0,,265.0,False
veh22169,32970.0,,817.0,False
veh22174,32975.0,,640.0,False
bike5185,32975.0,,0.0,False
veh22176,32980.0,,896.0,True
truck6193,32980.0,,657.0,False
veh22184,32985.0,,913.0,False
bike5188,32985.0,,75.0,False
veh22189,32990.0,,682.0,False
bike5190,32995.0,,43.0,False
veh22194,32995.0,,837.0,False
truck6198,32995.0,,882.0,False
veh22199,33000.0,,623.0,False
bike5192,33000.0,,289.0,False
veh22204,33005.0,,775.0,False
veh22209,33010.0,,312.0,False
truck6203,33015.0,,66.0,False
veh22214,33015.0,,982.0,True
veh22219,33020.0,,47.0,False
veh22224,33025.0,,924.0,False
truck6208,33025.0,,315.0,False
bike5199,33025.0,,368.0,False
veh22229,33030.0,,223.0,False
veh22234,33035.0,,223.0,False
veh22239,33040.0,,934.0,False
truck6213,33040.0,,778.0,False
veh21428,33045.0,,935.0,False
veh22244,33045.0,,0.0,False
veh22249,33050.0,33125.0,29.0,False
bike5206,33050.0,,4.0,False
truck6217,33055.0,,630.0,False
veh22254,33055.0,,510.0,False
veh22264,33065.0,33705.0,87.0,False
truck6223,33070.0,33890.0,327.0,False
veh22037,33075.0,,896.0,False
bike5213,33075.0,33845.0,125.0,False
veh22279,33080.0,,792.0,False
veh22284,33085.0,,440.0,False
truck6228,33085.0,33600.0,39.0,False
moto419,33085.0,,217.0,False
veh22289,33090.0,,593.0,False
veh21891,33095.0,,910.0,False
veh22294,33095.0,,668.0,False
veh22299,33100.0,,776.0,False
truck6233,33100.0,,156.0,False
bike5220,33100.0,,0.0,False
veh22304,33105.0,,615.0,False
veh22307,33110.0,,952.0,True
veh22309,33110.0,,533.0,False
veh22314,33115.0,,877.0,True
truck6238,33115.0,,599.0,False
veh22315,33120.0,,676.0,False
veh22319,33120.0,,421.0,False
bike5227,33125.0,,372.0,False
veh21756,33130.0,,493.0,False
veh22329,33130.0,,936.0,False
truck6243,33130.0,,939.0,False
veh22334,33135.0,,770.0,False
veh22339,33140.0,33935.0,241.0,False
veh22344,33145.0,,199.0,False
truck6248,33145.0,,622.0,False
veh22349,33150.0,,747.0,False
bike5234,33150.0,,323.0,False
veh22354,33155.0,,955.0,True
veh22359,33160.0,,765.0,False
truck6253,33160.0,,45.0,False
veh22364,33165.0,,679.0,True
truck6258,33175.0,,135.0,False
bike5241,33175.0,,67.0,False
veh22379,33180.0,,830.0,False
veh22384,33185.0,,715.0,False
veh22388,33190.0,33440.0,96.0,False
veh22389,33190.0,,94.0,False
truck6263,33190.0,,351.0,False
bike5245,33190.0,,337.0,True
moto422,33195.0,,678.0,False
veh22394,33195.0,,583.0,False
veh22399,33200.0,,912.0,False
veh22404,33205.0,,30.0,False
truck6268,33205.0,,151.0,False
veh22409,33210.0,,163.0,False
veh22414,33215.0,33690.0,165.0,False
veh22419,33220.0,,61.0,False
truck6273,33220.0,,103.0,False
veh22429,33230.0,,745.0,False
veh22434,33235.0,,621.0,False
truck6278,33235.0,,567.0,False
veh22439,33240.0,,612.0,False
bike5259,33240.0,,562.0,False
veh22444,33245.0,,161.0,False
veh22449,33250.0,,853.0,False
truck6283,33250.0,,784.0,False
bike5262,33250.0,,525.0,True
veh22454,33255.0,,32.0,False
veh22459,33260.0,,25.0,False
truck6288,33265.0,,611.0,False
bike5266,33265.0,,403.0,False
moto424,33265.0,,581.0,False
veh22469,33270.0,,200.0,False
veh22474,33275.0,,537.0,False
veh22479,33280.0,,623.0,False
veh22477,33285.0,,547.0,False
veh22484,33285.0,,527.0,False
veh22489,33290.0,33540.0,178.0,False
veh22494,33295.0,,0.0,False
truck6298,33295.0,,240.0,False
veh22499,33300.0,,711.0,False
veh22504,33305.0,,189.0,True
veh22509,33310.0,,533.0,False
truck6303,33310.0,,391.0,False
veh22514,33315.0,,190.0,False
bike5280,33315.0,,403.0,False
veh22519,33320.0,,587.0,False
truck6308,33325.0,,66.0,False
truck6309,33330.0,,517.0,False
veh22529,33330.0,,0.0,False
veh22534,33335.0,,630.0,False
moto426,33340.0,,521.0,False
veh22539,33340.0,,131.0,False
truck6313,33340.0,,204.0,False
bike5287,33340.0,,454.0,False
veh22544,33345.0,,5.0,False
veh22549,33350.0,,521.0,False
veh22554,33355.0,,686.0,True
truck6318,33355.0,,539.0,False
veh22564,33365.0,,57.0,False
bike5294,33365.0,,420.0,False
veh22569,33370.0,33460.0,0.0,False
truck6323,33370.0,,410.0,False
veh22574,33375.0,,493.0,False
veh22579,33380.0,,10.0,False
veh22584,33385.0,,236.0,False
truck6328,33385.0,,155.0,True
veh22589,33390.0,,595.0,False
bike5301,33390.0,,74.0,True
truck6330,33395.0,,678.0,False
veh22594,33395.0,,334.0,False
veh22599,33400.0,,29.0,False
veh22604,33405.0,,1.0,False
veh22609,33410.0,,591.0,False
veh22614,33415.0,,247.0,False
truck6338,33415.0,,747.0,False
bike5308,33415.0,,0.0,False
veh22619,33420.0,,402.0,False
truck6343,33430.0,,115.0,False
bike5312,33430.0,,196.0,False
veh22629,33430.0,,346.0,False
veh22633,33435.0,,362.0,False
veh22634,33435.0,,473.0,False
veh22639,33440.0,,40.0,False
bike5315,33440.0,,14.0,False
veh22642,33445.0,,245.0,False
moto429,33445.0,,348.0,False
veh22644,33445.0,,285.0,False
truck6348,33445.0,,484.0,False
bike5317,33450.0,,519.0,False
veh22649,33450.0,,685.0,False
veh22652,33455.0,,409.0,False
veh22654,33455.0,,365.0,False
truck6353,33460.0,,428.0,False
bike5322,33465.0,,350.0,False
veh22669,33470.0,,279.0,False
veh22674,33475.0,,308.0,False
truck6358,33475.0,,11.0,False
veh22679,33480.0,33625.0,1.0,False
bike5326,33480.0,,265.0,False
veh22684,33485.0,,3.0,False
veh22689,33490.0,,431.0,False
truck6363,33490.0,,597.0,False
bike5329,33490.0,,1.0,False
veh22694,33495.0,,579.0,False
veh22699,33500.0,,376.0,False
veh22704,33505.0,,102.0,False
truck6368,33505.0,,275.0,False
bike5333,33505.0,,0.0,False
veh22709,33510.0,,518.0,False
veh22714,33515.0,,0.0,False
veh22719,33520.0,,550.0,False
truck6373,33520.0,,511.0,False
veh22724,33525.0,33580.0,23.0,False
veh22729,33530.0,,627.0,False
bike5340,33530.0,,76.0,False
veh22732,33535.0,,33.0,False
truck6378,33535.0,,241.0,False
veh22739,33540.0,,490.0,False
veh22744,33545.0,,406.0,False
veh22749,33550.0,33870.0,17.0,False
truck6383,33550.0,,220.0,False
veh22754,33555.0,,268.0,False
bike5347,33555.0,,68.0,False
veh22759,33560.0,,560.0,False
veh22764,33565.0,,262.0,False
truck6388,33565.0,,139.0,False
veh22734,33570.0,,227.0,False
veh22769,33570.0,,495.0,False
veh22774,33575.0,,23.0,False
veh22778,33580.0,,117.0,False
veh22779,33580.0,,590.0,False
truck6393,33580.0,,368.0,False
truck6392,33585.0,33990.0,126.0,False
veh22784,33585.0,,344.0,False
veh22788,33590.0,,137.0,False
veh22789,33590.0,,233.0,False
62-1-1-33600.0,33595.0,,15.0,False
veh22794,33595.0,,438.0,False
truck6398,33595.0,,437.0,False
veh22799,33600.0,,390.0,False
veh22801,33605.0,,304.0,False
truck6401,33605.0,,349.0,False
veh22804,33605.0,,59.0,False
bike5361,33605.0,,286.0,False
veh22809,33610.0,,43.0,False
truck6403,33610.0,,83.0,False
veh22814,33615.0,,478.0,False
veh22819,33620.0,,356.0,False
veh22824,33625.0,,390.0,False
truck6408,33625.0,,156.0,False
moto434,33625.0,,122.0,False
veh22829,33630.0,,409.0,False
bike5368,33630.0,,76.0,False
veh22834,33635.0,,170.0,False
veh22839,33640.0,,12.0,False
truck6413,33640.0,,371.0,False
veh22844,33645.0,,299.0,False
veh22849,33650.0,,54.0,False
veh22854,33655.0,,223.0,False
truck6418,33655.0,,198.0,False
bike5375,33655.0,,214.0,False
veh22859,33660.0,,70.0,False
veh22864,33665.0,,188.0,False
bike5379,33670.0,,13.0,False
veh22874,33675.0,,133.0,False
veh22879,33680.0,33740.0,8.0,False
bike5382,33680.0,,39.0,False
truck6428,33685.0,,116.0,False
veh22889,33690.0,34005.0,116.0,False
veh22894,33695.0,34100.0,143.0,False
truck6433,33700.0,,282.0,False
veh22904,33705.0,,270.0,False
bike5389,33705.0,,198.0,False
veh22909,33710.0,,239.0,False
veh22914,33715.0,,7.0,False
truck6438,33715.0,,312.0,False
veh22919,33720.0,,82.0,False
veh22924,33725.0,,253.0,False
veh22929,33730.0,,409.0,False
truck6443,33730.0,,218.0,False
bike5396,33730.0,,37.0,False
veh21742,33735.0,,438.0,False
veh22939,33740.0,,262.0,False
veh22944,33745.0,,410.0,False
truck6448,33745.0,,291.0,False
veh22949,33750.0,,375.0,False
veh22959,33760.0,,164.0,False
truck6454,33765.0,,245.0,False
veh22964,33765.0,,385.0,False
bike5393,33770.0,,394.0,False
veh22969,33770.0,,324.0,False
bike5407,33770.0,,117.0,False
veh22974,33775.0,,198.0,False
truck6458,33775.0,,134.0,False
veh22979,33780.0,,20.0,False
veh22984,33785.0,,344.0,False
veh22989,33790.0,,101.0,False
truck6463,33790.0,,118.0,False
veh22994,33795.0,,291.0,False
bike5414,33795.0,,23.0,False
veh22999,33800.0,,25.0,False
veh23004,33805.0,,304.0,False
truck6468,33805.0,,284.0,False
moto439,33805.0,,156.0,False
truck6464,33810.0,,306.0,False
veh23009,33810.0,,262.0,False
veh23014,33815.0,,126.0,False
veh23019,33820.0,,9.0,False
truck6473,33820.0,,71.0,False
bike5421,33820.0,,0.0,False
veh23024,33825.0,,228.0,False
veh23029,33830.0,34145.0,13.0,False
truck6478,33835.0,,246.0,False
veh23039,33840.0,34035.0,20.0,False
veh23042,33845.0,,44.0,False
veh23044,33845.0,,294.0,False
bike5428,33845.0,,14.0,False
veh23049,33850.0,,210.0,False
truck5776,33855.0,,320.0,False
veh23054,33855.0,,121.0,False
veh23059,33860.0,,50.0,False
truck6488,33865.0,,114.0,False
veh23069,33870.0,,167.0,False
veh23074,33875.0,,48.0,False
veh23079,33880.0,,297.0,False
truck6493,33880.0,,5.0,False
veh23084,33885.0,,82.0,False
veh23089,33890.0,,153.0,False
veh23094,33895.0,,50.0,False
truck6498,33895.0,,36.0,False
bike5442,33895.0,,0.0,False
veh23104,33905.0,,237.0,False
veh23109,33910.0,,146.0,False
truck6503,33910.0,,22.0,False
bike5446,33910.0,,9.0,False
veh23114,33915.0,,44.0,False
veh23119,33920.0,,50.0,False
bike5449,33920.0,,219.0,False
veh23124,33925.0,,0.0,False
truck6508,33925.0,,53.0,False
veh23134,33935.0,,13.0,False
bike5453,33935.0,,47.0,False
veh23139,33940.0,,178.0,False
truck6513,33940.0,,126.0,False
veh22557,33945.0,,214.0,False
bike5456,33945.0,,247.0,False
veh23149,33950.0,,30.0,False
veh23154,33955.0,,51.0,False
truck6518,33955.0,,45.0,False
veh23159,33960.0,,170.0,False
bike5460,33960.0,,55.0,False
veh23164,33965.0,,62.0,False
truck6523,33970.0,,40.0,False
veh23184,33985.0,,108.0,False
truck6528,33985.0,,0.0,False
bike5467,33985.0,,68.0,False
moto444,33985.0,,116.0,False
veh23189,33990.0,,40.0,False
veh23194,33995.0,,67.0,False
veh23199,34000.0,,0.0,False
truck6533,34000.0,,85.0,False
veh23204,34005.0,,64.0,False
veh23209,34010.0,,19.0,False
bike5474,34010.0,,71.0,False
veh23214,34015.0,,0.0,False
truck6538,34015.0,,58.0,False
veh23219,34020.0,,0.0,False
truck6543,34030.0,,165.0,False
veh23234,34035.0,,60.0,False
bike5481,34035.0,,8.0,False
veh23239,34040.0,,87.0,False
veh23244,34045.0,,48.0,False
truck6548,34045.0,,122.0,False
veh23249,34050.0,,55.0,False
veh23259,34060.0,,91.0,False
truck6553,34060.0,,22.0,False
bike5488,34060.0,,0.0,False
veh23264,34065.0,,5.0,False
veh23269,34070.0,,104.0,False
truck6558,34075.0,,38.0,False
bike5495,34085.0,,57.0,False
truck6563,34090.0,,73.0,False
veh23294,34095.0,,15.0,False
veh23304,34105.0,,0.0,False
veh22741,34110.0,,76.0,False
veh23309,34110.0,,32.0,False
bike5502,34110.0,,35.0,False
veh23123,34115.0,,46.0,False
truck6571,34115.0,,20.0,False
veh23314,34115.0,,19.0,False
veh23319,34120.0,,0.0,False
truck6573,34120.0,,43.0,False
veh23324,34125.0,,2.0,False
veh23334,34135.0,,0.0,False
truck6578,34135.0,,0.0,False
veh23339,34140.0,,0.0,False
veh23344,34145.0,,3.0,False
veh23349,34150.0,,7.0,False
truck6583,34150.0,,39.0,False
bike5513,34150.0,,0.0,False
veh23354,34155.0,,0.0,False
veh23359,34160.0,,0.0,False
veh23364,34165.0,,0.0,False
moto449,34165.0,,0.0,False
veh23369,34170.0,,5.0,False
veh23374,34175.0,,0.0,False
bike5520,34175.0,,0.0,False
veh23379,34180.0,,0.0,False
truck6593,34180.0,,0.0,False
veh23384,34185.0,,0.0,False
bike5523,34185.0,,2.0,False
veh23389,34190.0,,1.0,False
truck6598,34195.0,,0.0,False
veh14421,,25410.0,0.0,False
veh14492,,25425.0,45.0,False
veh14513,,25425.0,4.0,False
truck3669,,25465.0,0.0,False
veh14441,,25480.0,78.0,False
veh14551,,25520.0,42.0,False
moto200,,25545.0,44.0,False
veh14578,,25545.0,1.0,False
veh14501,,25550.0,18.0,False
veh14598,,25550.0,52.0,True
veh14427,,25555.0,192.0,False
truck3611,,25560.0,60.0,False
truck3600,,25565.0,54.0,False
veh14618,,25590.0,1.0,False
veh14450,,25605.0,99.0,False
veh14558,,25605.0,89.0,False
truck3721,,25610.0,5.0,False
veh14518,,25615.0,56.0,False
veh14602,,25625.0,20.0,False
veh14562,,25660.0,6.0,False
veh14638,,25660.0,114.0,False
veh14667,,25670.0,44.0,False
veh14483,,25695.0,122.0,False
veh14583,,25695.0,119.0,False
bike3063,,25695.0,73.0,False
veh14405,,25700.0,202.0,False
truck3697,,25700.0,70.0,False
veh14882,,25710.0,0.0,False
veh14555,,25715.0,154.0,False
bike3032,,25715.0,208.0,False
bike3035,,25715.0,133.0,False
truck3664,,25735.0,132.0,False
truck3645,,25745.0,279.0,False
veh14606,,25755.0,23.0,False
veh14431,,25765.0,166.0,False
veh14610,,25775.0,44.0,False
bike3107,,25775.0,68.0,False
veh14438,,25780.0,117.0,False
veh14758,,25785.0,73.0,False
veh14573,,25810.0,213.0,False
veh14900,,25845.0,29.0,False
bike3026,,25860.0,59.0,False
bike3045,,25875.0,0.0,False
veh14417,,25880.0,287.0,True
veh14408,,25885.0,273.0,False
veh14596,,25885.0,76.0,False
veh14792,,25890.0,121.0,False
truck3617,,25895.0,471.0,False
veh14923,,25895.0,66.0,False
truck3725,,25910.0,140.0,False
veh14472,,25915.0,275.0,False
veh14467,,25920.0,342.0,True
truck3625,,25920.0,91.0,False
truck3630,,25920.0,306.0,False
truck3791,,25920.0,27.0,False
truck3654,,25925.0,241.0,False
bike3118,,25930.0,24.0,False
moto208,,25935.0,115.0,True
veh14665,,25940.0,155.0,False
veh14403,,25945.0,432.0,True
veh14946,,25950.0,86.0,False
truck3752,,25950.0,79.0,False
bike3038,,25960.0,115.0,False
veh14477,,25970.0,252.0,False
bike3088,,25970.0,49.0,False
veh14845,,25970.0,71.0,False
bike3050,,25980.0,134.0,False
truck3674,,25980.0,288.0,False
veh14655,,25990.0,133.0,False
truck3762,,25995.0,58.0,False
veh14547,,26010.0,158.0,False
veh14731,,26025.0,33.0,False
veh14960,,26025.0,45.0,False
veh14953,,26040.0,53.0,False
truck3657,,26045.0,213.0,False
bike3065,,26045.0,6.0,False
truck3676,,26055.0,147.0,False
veh15198,,26055.0,4.0,False
bike3228,,26055.0,0.0,False
veh14781,,26060.0,23.0,False
veh14790,,26080.0,46.0,False
veh15058,,26080.0,0.0,False
veh14446,,26100.0,274.0,False
veh14975,,26105.0,112.0,False
truck3655,,26110.0,285.0,False
truck3714,,26110.0,281.0,False
veh14791,,26125.0,38.0,False
veh14940,,26130.0,98.0,False
truck3875,,26135.0,0.0,False
bike3123,,26140.0,96.0,False
veh15143,,26140.0,55.0,False
veh14878,,26145.0,51.0,False
veh14710,,26150.0,319.0,False
veh14943,,26155.0,54.0,False
4-11-1004-24000.0,,26160.0,79.0,False
veh15108,,26160.0,95.0,False
veh14922,,26165.0,109.0,False
bike3074,,26170.0,90.0,False
veh14972,,26170.0,55.0,False
bike3153,,26170.0,119.0,False
truck3804,,26170.0,65.0,False
veh15147,,26180.0,156.0,False
veh15217,,26185.0,89.0,False
bike3167,,26195.0,184.0,False
bike3209,,26195.0,55.0,False
veh14440,,26200.0,489.0,False
veh14676,,26200.0,250.0,False
bike3087,,26200.0,135.0,False
veh14553,,26210.0,319.0,False
veh15197,,26220.0,43.0,False
bike3072,,26235.0,74.0,False
veh14748,,26235.0,268.0,False
veh14600,,26245.0,467.0,False
veh14678,,26260.0,439.0,False
veh14976,,26265.0,72.0,False
veh15230,,26270.0,89.0,False
veh15247,,26270.0,62.0,False
veh15008,,26285.0,200.0,True
moto212,,26295.0,85.0,False
veh15243,,26315.0,73.0,False
veh14936,,26330.0,153.0,False
truck3780,,26340.0,190.0,False
truck3867,,26340.0,140.0,False
veh14987,,26345.0,114.0,False
bike3159,,26345.0,106.0,False
moto215,,26350.0,127.0,False
bike3206,,26365.0,49.0,False
veh14872,,26370.0,324.0,False
truck3789,,26370.0,145.0,True
bike3113,,26375.0,156.0,False
veh15061,,26375.0,208.0,True
truck3824,,26375.0,37.0,False
moto221,,26380.0,101.0,False
veh14931,,26390.0,406.0,True
veh15413,,26390.0,0.0,False
bike3149,,26395.0,183.0,True
bike3170,,26400.0,174.0,False
truck3839,,26400.0,112.0,False
truck3934,,26400.0,0.0,False
truck3806,,26410.0,204.0,True
bike3096,,26415.0,45.0,False
veh15043,,26415.0,210.0,False
6-202-1-25140.0,,26420.0,231.0,False
veh15031,,26420.0,58.0,False
veh14883,,26435.0,290.0,False
veh15172,,26440.0,143.0,False
truck3866,,26445.0,221.0,False
veh14996,,26455.0,309.0,False
bike3125,,26460.0,170.0,False
bike3205,,26460.0,97.0,False
veh15448,,26460.0,62.0,False
7-2-1007-24240.0,,26465.0,569.0,True
veh14956,,26465.0,380.0,False
veh14412,,26480.0,741.0,True
truck3794,,26505.0,274.0,True
veh14706,,26515.0,755.0,False
veh14837,,26515.0,523.0,False
veh14907,,26515.0,539.0,False
veh14503,,26520.0,651.0,False
veh14911,,26520.0,226.0,False
truck3740,,26520.0,276.0,False
veh15063,,26520.0,147.0,False
veh15331,,26520.0,125.0,False
bike3306,,26520.0,6.0,False
bike3133,,26525.0,28.0,True
veh15212,,26525.0,142.0,False
truck3857,,26545.0,53.0,False
veh15376,,26550.0,123.0,False
veh14552,,26560.0,748.0,False
veh15096,,26560.0,107.0,False
truck3819,,26560.0,223.0,False
veh14456,,26590.0,655.0,False
moto237,,26590.0,10.0,False
truck3925,,26595.0,158.0,False
veh14983,,26600.0,212.0,False
veh15630,,26600.0,58.0,False
bike3198,,26605.0,257.0,False
veh14430,,26610.0,738.0,False
veh14778,,26615.0,415.0,False
veh14961,,26615.0,317.0,False
veh15032,,26615.0,445.0,False
truck3939,,26625.0,179.0,True
bike3183,,26630.0,82.0,False
bike3199,,26635.0,1.0,False
